,Run,Model,Groups,Adapter method,Subject / Task
2035,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,math_chain_of_thought,generation,algebra
2036,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,math_chain_of_thought,generation,algebra
2037,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,math_chain_of_thought,generation,algebra
2038,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,math_chain_of_thought,generation,counting_and_probability
2039,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,math_chain_of_thought,generation,counting_and_probability
2040,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,math_chain_of_thought,generation,counting_and_probability
2041,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,math_chain_of_thought,generation,geometry
2042,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,math_chain_of_thought,generation,geometry
2043,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,math_chain_of_thought,generation,geometry
2044,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,math_chain_of_thought,generation,intermediate_algebra
2045,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,math_chain_of_thought,generation,intermediate_algebra
2046,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,math_chain_of_thought,generation,intermediate_algebra
2047,"math:subject=number_theory,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,math_chain_of_thought,generation,number_theory
2048,"math:subject=number_theory,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,math_chain_of_thought,generation,number_theory
2049,"math:subject=number_theory,level=1,use_official_examples=False,use_chain_of_thought=True,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,math_chain_of_thought,generation,number_theory
2050,"math:subject=prealgebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,math_chain_of_thought,generation,prealgebra
2051,"math:subject=prealgebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,math_chain_of_thought,generation,prealgebra
2052,"math:subject=prealgebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,math_chain_of_thought,generation,prealgebra
2053,"math:subject=precalculus,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,math_chain_of_thought,generation,precalculus
2054,"math:subject=precalculus,level=1,use_official_examples=False,use_chain_of_thought=True,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,math_chain_of_thought,generation,precalculus
2055,"math:subject=precalculus,level=1,use_official_examples=False,use_chain_of_thought=True,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,math_chain_of_thought,generation,precalculus
2056,med_qa:model=ai21_jamba-1.5-large,ai21/jamba-1.5-large,med_qa,multiple_choice_joint,-
2057,med_qa:model=ai21_jamba-1.5-mini,ai21/jamba-1.5-mini,med_qa,multiple_choice_joint,-
2058,med_qa:model=writer_palmyra-x-004,writer/palmyra-x-004,med_qa,multiple_choice_joint,-
2059,"mmlu:subject=abstract_algebra,method=multiple_choice_joint,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,mmlu,multiple_choice_joint,abstract_algebra
2060,"mmlu:subject=abstract_algebra,method=multiple_choice_joint,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,mmlu,multiple_choice_joint,abstract_algebra
2061,"mmlu:subject=abstract_algebra,method=multiple_choice_joint,model=writer_palmyra-x-004",writer/palmyra-x-004,mmlu,multiple_choice_joint,abstract_algebra
2062,"mmlu:subject=college_chemistry,method=multiple_choice_joint,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,mmlu,multiple_choice_joint,college_chemistry
2063,"mmlu:subject=college_chemistry,method=multiple_choice_joint,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,mmlu,multiple_choice_joint,college_chemistry
2064,"mmlu:subject=college_chemistry,method=multiple_choice_joint,model=writer_palmyra-x-004",writer/palmyra-x-004,mmlu,multiple_choice_joint,college_chemistry
2065,"mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,mmlu,multiple_choice_joint,computer_security
2066,"mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,mmlu,multiple_choice_joint,computer_security
2067,"mmlu:subject=computer_security,method=multiple_choice_joint,model=writer_palmyra-x-004",writer/palmyra-x-004,mmlu,multiple_choice_joint,computer_security
2068,"mmlu:subject=econometrics,method=multiple_choice_joint,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,mmlu,multiple_choice_joint,econometrics
2069,"mmlu:subject=econometrics,method=multiple_choice_joint,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,mmlu,multiple_choice_joint,econometrics
2070,"mmlu:subject=econometrics,method=multiple_choice_joint,model=writer_palmyra-x-004",writer/palmyra-x-004,mmlu,multiple_choice_joint,econometrics
2071,"mmlu:subject=us_foreign_policy,method=multiple_choice_joint,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,mmlu,multiple_choice_joint,us_foreign_policy
2072,"mmlu:subject=us_foreign_policy,method=multiple_choice_joint,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,mmlu,multiple_choice_joint,us_foreign_policy
2073,"mmlu:subject=us_foreign_policy,method=multiple_choice_joint,model=writer_palmyra-x-004",writer/palmyra-x-004,mmlu,multiple_choice_joint,us_foreign_policy
2074,narrative_qa:model=ai21_jamba-1.5-large,ai21/jamba-1.5-large,narrative_qa,generation,-
2075,narrative_qa:model=ai21_jamba-1.5-mini,ai21/jamba-1.5-mini,narrative_qa,generation,-
2076,"narrative_qa:model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,narrative_qa,generation,-
2077,"natural_qa:mode=closedbook,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,natural_qa_closedbook,generation,-
2078,"natural_qa:mode=closedbook,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,natural_qa_closedbook,generation,-
2079,"natural_qa:mode=closedbook,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,natural_qa_closedbook,generation,-
2080,"natural_qa:mode=openbook_longans,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,natural_qa_openbook_longans,generation,-
2081,"natural_qa:mode=openbook_longans,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,natural_qa_openbook_longans,generation,-
2082,"natural_qa:mode=openbook_longans,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,natural_qa_openbook_longans,generation,-
2083,"wmt_14:language_pair=cs-en,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,wmt_14,generation,-
2084,"wmt_14:language_pair=cs-en,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,wmt_14,generation,-
2085,"wmt_14:language_pair=cs-en,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,wmt_14,generation,-
2086,"wmt_14:language_pair=de-en,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,wmt_14,generation,-
2087,"wmt_14:language_pair=de-en,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,wmt_14,generation,-
2088,"wmt_14:language_pair=de-en,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,wmt_14,generation,-
2089,"wmt_14:language_pair=fr-en,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,wmt_14,generation,-
2090,"wmt_14:language_pair=fr-en,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,wmt_14,generation,-
2091,"wmt_14:language_pair=fr-en,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,wmt_14,generation,-
2092,"wmt_14:language_pair=hi-en,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,wmt_14,generation,-
2093,"wmt_14:language_pair=hi-en,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,wmt_14,generation,-
2094,"wmt_14:language_pair=hi-en,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,wmt_14,generation,-
2095,"wmt_14:language_pair=ru-en,model=ai21_jamba-1.5-large",ai21/jamba-1.5-large,wmt_14,generation,-
2096,"wmt_14:language_pair=ru-en,model=ai21_jamba-1.5-mini",ai21/jamba-1.5-mini,wmt_14,generation,-
2097,"wmt_14:language_pair=ru-en,model=writer_palmyra-x-004,stop=none",writer/palmyra-x-004,wmt_14,generation,-
2098,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,openbookqa,multiple_choice_joint,-
2099,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,openbookqa,multiple_choice_joint,-
2100,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=qwen_qwen2.5-72b-instruct-turbo",qwen/qwen2.5-72b-instruct-turbo,openbookqa,multiple_choice_joint,-
2101,"commonsense:dataset=openbookqa,method=multiple_choice_joint,model=qwen_qwen2.5-7b-instruct-turbo",qwen/qwen2.5-7b-instruct-turbo,openbookqa,multiple_choice_joint,-
2102,"gsm:model=meta_llama-3.2-11b-vision-instruct-turbo,stop=none",meta/llama-3.2-11b-vision-instruct-turbo,gsm,generation,-
2103,"gsm:model=meta_llama-3.2-90b-vision-instruct-turbo,stop=none",meta/llama-3.2-90b-vision-instruct-turbo,gsm,generation,-
2104,"gsm:model=qwen_qwen2.5-72b-instruct-turbo,stop=none",qwen/qwen2.5-72b-instruct-turbo,gsm,generation,-
2105,"gsm:model=qwen_qwen2.5-7b-instruct-turbo,stop=none",qwen/qwen2.5-7b-instruct-turbo,gsm,generation,-
2106,"legalbench:subset=abercrombie,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,legalbench,generation,-
2107,"legalbench:subset=abercrombie,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,legalbench,generation,-
2108,"legalbench:subset=abercrombie,model=qwen_qwen2.5-72b-instruct-turbo,stop=none",qwen/qwen2.5-72b-instruct-turbo,legalbench,generation,-
2109,"legalbench:subset=abercrombie,model=qwen_qwen2.5-7b-instruct-turbo,stop=none",qwen/qwen2.5-7b-instruct-turbo,legalbench,generation,-
2110,"legalbench:subset=corporate_lobbying,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,legalbench,generation,-
2111,"legalbench:subset=corporate_lobbying,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,legalbench,generation,-
2112,"legalbench:subset=corporate_lobbying,model=qwen_qwen2.5-72b-instruct-turbo,stop=none",qwen/qwen2.5-72b-instruct-turbo,legalbench,generation,-
2113,"legalbench:subset=corporate_lobbying,model=qwen_qwen2.5-7b-instruct-turbo,stop=none",qwen/qwen2.5-7b-instruct-turbo,legalbench,generation,-
2114,"legalbench:subset=function_of_decision_section,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,legalbench,generation,-
2115,"legalbench:subset=function_of_decision_section,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,legalbench,generation,-
2116,"legalbench:subset=function_of_decision_section,model=qwen_qwen2.5-72b-instruct-turbo,stop=none",qwen/qwen2.5-72b-instruct-turbo,legalbench,generation,-
2117,"legalbench:subset=function_of_decision_section,model=qwen_qwen2.5-7b-instruct-turbo,stop=none",qwen/qwen2.5-7b-instruct-turbo,legalbench,generation,-
2118,"legalbench:subset=international_citizenship_questions,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,legalbench,generation,-
2119,"legalbench:subset=international_citizenship_questions,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,legalbench,generation,-
2120,"legalbench:subset=international_citizenship_questions,model=qwen_qwen2.5-72b-instruct-turbo,stop=none",qwen/qwen2.5-72b-instruct-turbo,legalbench,generation,-
2121,"legalbench:subset=international_citizenship_questions,model=qwen_qwen2.5-7b-instruct-turbo,stop=none",qwen/qwen2.5-7b-instruct-turbo,legalbench,generation,-
2122,"legalbench:subset=proa,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,legalbench,generation,-
2123,"legalbench:subset=proa,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,legalbench,generation,-
2124,"legalbench:subset=proa,model=qwen_qwen2.5-72b-instruct-turbo,stop=none",qwen/qwen2.5-72b-instruct-turbo,legalbench,generation,-
2125,"legalbench:subset=proa,model=qwen_qwen2.5-7b-instruct-turbo,stop=none",qwen/qwen2.5-7b-instruct-turbo,legalbench,generation,-
2126,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,math_chain_of_thought,generation,algebra
2127,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,math_chain_of_thought,generation,algebra
2128,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-72b-instruct-turbo",qwen/qwen2.5-72b-instruct-turbo,math_chain_of_thought,generation,algebra
2129,"math:subject=algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-7b-instruct-turbo",qwen/qwen2.5-7b-instruct-turbo,math_chain_of_thought,generation,algebra
2130,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,math_chain_of_thought,generation,counting_and_probability
2131,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,math_chain_of_thought,generation,counting_and_probability
2132,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-72b-instruct-turbo",qwen/qwen2.5-72b-instruct-turbo,math_chain_of_thought,generation,counting_and_probability
2133,"math:subject=counting_and_probability,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-7b-instruct-turbo",qwen/qwen2.5-7b-instruct-turbo,math_chain_of_thought,generation,counting_and_probability
2134,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,math_chain_of_thought,generation,geometry
2135,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,math_chain_of_thought,generation,geometry
2136,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-72b-instruct-turbo",qwen/qwen2.5-72b-instruct-turbo,math_chain_of_thought,generation,geometry
2137,"math:subject=geometry,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-7b-instruct-turbo",qwen/qwen2.5-7b-instruct-turbo,math_chain_of_thought,generation,geometry
2138,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,math_chain_of_thought,generation,intermediate_algebra
2139,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,math_chain_of_thought,generation,intermediate_algebra
2140,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-72b-instruct-turbo",qwen/qwen2.5-72b-instruct-turbo,math_chain_of_thought,generation,intermediate_algebra
2141,"math:subject=intermediate_algebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-7b-instruct-turbo",qwen/qwen2.5-7b-instruct-turbo,math_chain_of_thought,generation,intermediate_algebra
2142,"math:subject=number_theory,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,math_chain_of_thought,generation,number_theory
2143,"math:subject=number_theory,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,math_chain_of_thought,generation,number_theory
2144,"math:subject=number_theory,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-72b-instruct-turbo",qwen/qwen2.5-72b-instruct-turbo,math_chain_of_thought,generation,number_theory
2145,"math:subject=number_theory,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-7b-instruct-turbo",qwen/qwen2.5-7b-instruct-turbo,math_chain_of_thought,generation,number_theory
2146,"math:subject=prealgebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-11b-vision-instruct-turbo",meta/llama-3.2-11b-vision-instruct-turbo,math_chain_of_thought,generation,prealgebra
2147,"math:subject=prealgebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=meta_llama-3.2-90b-vision-instruct-turbo",meta/llama-3.2-90b-vision-instruct-turbo,math_chain_of_thought,generation,prealgebra
2148,"math:subject=prealgebra,level=1,use_official_examples=False,use_chain_of_thought=True,model=qwen_qwen2.5-72b-instruct-turbo",qwen/qwen2.5-72b-instruct-turbo,math_chain_of_thought,generation,prealgebra
